Date,NO,NO2,NOx,PM10,PM2.5,RH,Temp
2020-11-02,127.7,33.7,155.0,14.3,9.0,85.0,20.0
2020-11-03,8.6,5.8,13.2,17.2,7.8,86.0,20.0
2020-11-04,10.2,8.1,18.3,22.4,9.9,82.8,20.0
2020-11-05,9.2,11.8,16.6,28.5,14.6,87.9,19.0
2020-11-06,16.3,27.3,43.7,16.5,9.6,87.4,22.0
2020-11-07,35.2,24.2,52.9,26.3,11.1,88.9,21.0
2020-11-08,9.3,14.6,22.0,18.4,9.3,81.7,21.0
2020-11-09,54.8,44.3,84.6,469.0,6.2,85.6,18.0
2020-11-10,32.5,34.1,66.5,16.3,4.5,86.6,17.0
2020-11-11,40.4,26.6,67.1,15.5,5.7,86.2,18.0
2020-11-12,48.3,29.9,78.2,17.5,6.0,76.9,20.0
2020-11-13,140.4,29.8,169.2,14.4,5.4,83.1,21.0
2020-11-14,27.8,22.4,50.2,13.9,8.2,78.3,22.0
2020-11-15,45.0,23.5,59.6,21.1,5.0,84.5,22.0
2020-11-16,122.5,21.1,143.5,16.0,6.7,85.0,23.0
2020-11-17,34.3,24.4,58.7,116.1,6.5,81.3,22.0
2020-11-18,27.2,21.2,47.7,23.1,6.5,81.8,20.0
2020-11-19,13.9,16.2,30.2,15.2,6.9,75.9,19.0
2020-11-20,58.6,34.3,92.9,21.6,6.9,78.0,20.0
2020-11-21,18.3,14.9,33.2,17.5,7.0,81.2,20.0
2020-11-22,6.3,5.8,11.9,22.9,8.9,81.2,18.0
2020-11-23,47.6,39.0,80.4,12.6,7.2,72.2,18.0
2020-11-24,83.0,36.8,110.7,16.0,5.2,85.9,16.0
2020-11-25,13.0,31.0,44.0,28.0,11.5,88.7,21.0
2020-11-26,23.7,23.7,47.3,24.0,9.8,83.3,21.0
2020-11-27,34.8,24.5,59.3,20.9,10.3,86.3,20.0
2020-11-28,8.7,21.0,29.4,24.6,10.4,72.4,19.0
2020-11-29,12.0,13.9,25.9,31.5,12.7,79.0,20.0
2020-11-30,33.0,32.8,65.8,44.9,10.9,84.6,22.0
2020-12-01,13.5,20.8,30.1,36.5,10.8,86.4,20.0
2020-12-02,98.6,29.5,128.1,24.4,9.0,74.9,21.0
2020-12-03,21.0,17.6,35.5,27.6,12.1,82.9,20.0
2020-12-04,22.7,23.9,46.5,46.5,10.1,67.0,19.0
2020-12-05,19.3,25.2,41.5,22.8,7.3,76.4,20.0
2020-12-06,9.8,10.0,18.4,23.2,7.9,85.3,23.0
2020-12-07,26.7,19.5,46.2,19.1,6.7,84.4,24.0
2020-12-08,32.9,13.3,46.2,23.0,6.9,83.0,26.0
2020-12-09,18.6,13.5,29.7,25.8,7.6,86.7,25.0
2020-12-10,18.2,20.1,37.2,24.8,10.4,88.9,23.0
2020-12-11,21.8,18.9,40.6,20.2,8.3,81.0,21.0
2020-12-12,10.9,8.5,17.2,20.4,6.9,63.4,20.0
2020-12-13,6.9,4.2,10.3,19.8,8.1,67.4,19.0
2020-12-14,20.1,25.4,42.0,23.1,8.8,78.8,22.0
2020-12-15,45.8,26.8,72.6,25.6,10.6,77.3,25.0
2020-12-16,24.3,19.5,43.8,16.1,6.9,79.2,21.0
2020-12-17,13.1,12.0,25.1,16.2,5.6,74.0,20.0
2020-12-18,14.9,22.9,37.0,27.9,11.7,78.6,21.0
2020-12-19,9.8,25.3,33.4,24.1,11.5,79.2,22.0
2020-12-20,14.1,29.0,39.1,21.5,10.1,77.7,24.0
2020-12-21,130.7,26.3,152.3,18.8,7.3,81.0,22.0
2020-12-22,7.5,8.1,12.8,25.3,5.6,77.5,22.0
2020-12-23,38.4,20.2,55.5,16.3,5.8,77.8,22.0
2020-12-24,13.2,12.9,25.6,20.5,10.1,84.4,21.0
2020-12-25,5.0,3.7,8.5,26.0,11.5,67.9,20.0
2020-12-26,13.8,16.8,30.6,16.6,7.1,76.1,20.0
2020-12-27,11.2,12.2,23.3,15.2,5.7,74.0,19.0
2020-12-28,5.7,7.3,10.2,56.1,5.0,65.9,19.0
2020-12-29,20.4,18.2,38.5,16.4,4.8,69.4,20.0
2020-12-30,8.3,6.8,14.6,152.1,5.1,74.6,21.0
2020-12-31,23.1,18.6,41.7,20.1,8.5,79.7,21.0
2021-01-01,12.9,14.7,24.3,25.4,9.3,85.0,23.0
