Date,NO,NO2,NOx,PM10,PM2.5,RH,SO2
2020-04-03,96.6,29.6,126.2,17.4,0.0,88.4,2.6
2020-04-04,45.5,23.4,69.0,13.5,0.0,83.4,1.8
2020-04-05,3.0,10.7,13.8,13.0,0.0,71.4,3.7
2020-04-06,18.7,30.2,46.4,17.2,0.0,65.7,9.4
2020-04-07,52.9,34.8,87.7,17.0,0.0,75.0,1.4
2020-04-08,4.1,19.9,22.9,20.9,0.0,79.3,0.2
2020-04-09,9.1,16.9,26.0,33.5,7.9,70.5,0.4
2020-04-10,11.3,23.7,27.8,20.5,11.0,77.2,8.0
2020-04-11,29.9,24.9,54.8,16.6,10.7,85.5,0.5
2020-04-12,8.9,20.3,29.2,21.5,5.9,86.2,0.3
2020-04-13,1.6,5.0,5.3,31.1,21.9,87.9,0.8
2020-04-14,6.1,7.4,13.5,32.1,11.3,75.9,0.7
2020-04-15,6.7,15.0,19.1,24.0,11.6,80.5,0.3
2020-04-16,10.2,19.0,29.2,23.7,13.9,80.5,0.4
2020-04-17,2.8,6.8,8.5,50.4,20.4,80.7,0.3
2020-04-18,1.2,15.8,15.6,29.0,10.6,87.1,0.4
2020-04-19,0.5,10.6,10.6,28.2,17.3,89.1,0.1
2020-04-20,30.5,34.6,58.7,30.2,18.2,90.7,0.7
2020-04-21,73.4,34.9,105.8,28.0,12.0,90.8,2.1
2020-04-22,62.6,45.3,95.4,24.0,12.2,90.4,4.1
2020-04-23,3.0,32.5,35.0,18.2,16.6,85.5,0.4
2020-04-24,25.0,28.4,53.4,20.5,19.1,81.6,2.1
2020-04-25,19.7,28.3,47.1,20.1,10.5,85.7,1.8
2020-04-26,7.3,28.1,32.2,22.6,16.8,87.9,1.8
2020-04-27,10.1,23.9,24.1,22.3,12.1,88.0,2.8
2020-04-28,27.6,46.0,72.4,35.3,23.8,88.0,2.6
2020-04-29,127.4,51.7,179.1,29.4,19.8,87.9,4.7
2020-04-30,183.1,58.1,241.2,24.0,18.0,87.8,6.0
2020-05-01,37.3,52.8,90.0,17.5,20.3,75.1,0.7
2020-05-02,1.3,5.1,6.3,22.3,19.0,85.4,0.2
2020-05-03,0.8,3.5,3.5,35.1,13.2,90.9,0.2
2020-05-04,4.5,12.5,15.8,29.7,10.4,90.0,0.3
2020-05-05,16.1,45.8,59.4,22.1,8.9,77.0,0.7
2020-05-06,60.3,47.7,101.2,24.9,16.1,79.1,3.3
2020-05-07,69.8,49.1,118.9,17.7,11.4,84.8,2.1
2020-05-08,28.6,42.6,66.6,29.7,21.4,83.0,0.7
2020-05-09,66.9,45.0,111.9,37.0,15.3,89.8,5.4
2020-05-10,11.2,24.1,29.0,32.4,29.8,85.2,1.2
2020-05-11,55.1,46.3,101.4,26.8,10.2,81.0,1.7
2020-05-12,8.7,27.0,34.0,23.4,14.9,78.5,0.3
2020-05-13,47.8,51.1,98.9,24.4,13.1,80.9,2.5
2020-05-14,109.3,58.0,167.3,28.2,17.5,82.6,11.1
2020-05-15,180.9,58.3,239.2,37.9,22.0,85.4,6.2
2020-05-16,54.8,43.6,85.7,23.4,23.4,82.4,6.9
2020-05-17,21.4,47.4,67.6,26.3,18.2,79.7,6.3
2020-05-18,122.9,58.0,180.9,26.7,18.4,85.5,5.3
2020-05-19,162.3,57.9,216.9,28.0,26.6,85.6,9.9
2020-05-20,155.8,70.4,226.2,52.3,40.0,78.9,16.3
2020-05-21,141.2,59.3,200.3,40.0,23.7,81.9,4.3
2020-05-22,137.2,61.0,198.2,33.8,17.6,81.8,5.4
2020-05-23,69.6,45.9,114.4,29.1,25.9,86.2,3.6
2020-05-24,10.0,38.5,48.5,30.5,21.2,89.0,1.3
2020-05-25,8.3,33.3,40.4,21.1,6.4,91.3,0.5
2020-05-26,34.4,56.1,82.0,20.1,10.5,91.4,1.1
2020-05-27,49.0,38.4,87.3,23.9,18.5,88.4,3.6
2020-05-28,162.2,48.0,210.0,35.5,21.4,83.9,6.9
2020-05-29,16.7,31.7,48.2,22.1,16.1,89.8,2.6
2020-05-30,52.1,39.8,90.2,15.8,14.2,90.1,2.6
2020-05-31,7.2,27.3,34.5,13.6,9.9,87.6,1.6
2020-06-01,18.8,18.6,37.4,14.5,15.5,87.7,5.3
2020-06-02,25.9,34.3,48.7,27.6,20.7,83.8,0.7
2020-06-03,95.5,32.4,127.0,24.7,15.3,90.4,2.9
2020-06-04,9.0,32.4,41.4,30.4,12.6,85.4,0.3
2020-06-05,10.7,32.6,43.3,18.4,10.9,86.0,1.6
2020-06-06,14.3,35.3,48.8,30.4,14.8,83.0,2.7
2020-06-07,8.9,30.4,34.4,18.3,18.0,87.1,1.2
2020-06-08,44.1,65.2,109.3,18.4,13.5,76.4,2.6
2020-06-09,48.4,60.3,108.8,19.4,9.3,83.8,3.1
2020-06-10,302.4,76.6,368.7,39.5,17.3,89.1,12.0
2020-06-11,33.2,47.6,76.0,21.3,21.8,84.9,2.6
2020-06-12,35.6,52.7,88.3,19.6,12.3,85.8,1.5
2020-06-13,89.9,38.4,122.4,20.7,19.2,90.5,3.7
2020-06-14,2.0,22.7,24.5,13.1,17.3,83.7,1.4
2020-06-15,76.6,48.6,125.2,24.2,18.2,87.4,5.4
2020-06-16,2.2,28.1,30.3,12.2,15.6,83.5,1.3
2020-06-17,13.1,47.4,60.4,12.1,7.6,83.4,1.6
2020-06-18,2.0,14.3,14.8,14.9,18.6,89.8,0.8
2020-06-19,24.0,47.0,68.0,23.0,17.1,82.7,1.1
2020-06-20,63.7,51.9,115.6,16.2,12.7,88.1,1.3
2020-06-21,14.2,25.8,35.0,10.1,14.4,86.7,1.4
2020-06-22,73.2,60.0,125.7,26.2,15.6,78.6,15.0
2020-06-23,294.2,72.8,361.8,47.0,17.7,85.4,10.8
2020-06-24,4.6,13.9,18.5,27.2,16.9,87.1,1.9
2020-06-25,68.6,62.1,130.7,19.3,13.6,90.6,2.7
2020-06-26,248.5,79.3,327.7,32.7,26.6,90.5,8.5
2020-06-27,1.4,12.5,13.9,30.2,13.2,88.7,0.6
2020-06-28,4.6,20.5,20.3,25.5,13.8,85.7,1.3
2020-06-29,4.2,26.4,28.2,20.6,27.5,87.3,1.1
2020-06-30,57.6,49.6,106.7,21.1,14.9,90.3,7.3
2020-07-01,135.1,71.8,207.0,31.3,17.7,75.0,5.4
2020-07-02,161.1,69.1,230.2,22.5,18.7,86.2,6.9
2020-07-03,268.2,76.7,344.9,28.6,21.6,79.3,10.1
2020-07-04,8.3,33.8,41.5,25.1,24.7,81.7,1.1
2020-07-05,0.5,9.4,9.0,30.5,9.1,88.1,0.7
2020-07-06,26.2,51.5,77.7,18.1,22.1,88.2,1.4
2020-07-07,15.2,29.3,44.5,31.0,13.7,86.1,1.0
2020-07-08,10.3,25.0,31.3,23.5,17.2,86.6,0.2
2020-07-09,95.7,60.6,133.4,37.5,30.3,79.8,3.2
2020-07-10,378.4,76.7,455.1,49.8,27.7,86.5,13.0
2020-07-11,66.5,45.1,110.6,42.5,20.7,88.5,2.2
2020-07-12,9.6,30.3,32.9,14.5,19.8,87.4,0.8
2020-07-13,14.3,40.0,49.5,17.9,20.7,88.3,0.9
2020-07-14,6.1,39.0,45.0,15.0,10.7,91.1,0.3
2020-07-15,8.3,33.0,41.3,25.0,14.9,91.3,0.1
2020-07-16,3.5,16.7,19.3,16.7,9.5,85.6,0.2
2020-07-17,104.5,68.1,172.6,23.6,7.9,88.6,3.0
2020-07-18,86.2,52.1,136.1,19.6,15.0,85.8,3.2
2020-07-19,5.2,30.0,35.3,14.7,8.8,84.8,0.7
2020-07-20,124.2,60.3,184.5,29.1,8.1,88.9,4.9
2020-07-21,9.1,53.3,60.3,32.1,13.9,90.4,0.4
2020-07-22,13.9,31.6,38.5,33.8,14.4,82.8,0.3
2020-07-23,11.0,26.0,37.1,26.2,13.7,77.9,0.3
2020-07-24,24.3,43.0,66.1,20.5,18.0,80.9,0.3
2020-07-25,23.2,47.2,68.4,23.6,13.5,85.2,0.2
2020-07-26,64.6,47.3,103.5,41.3,24.2,87.7,2.3
2020-07-27,203.7,68.4,272.1,42.5,20.2,86.2,7.8
2020-07-28,308.1,83.1,387.6,33.6,13.8,84.9,11.1
2020-07-29,21.0,53.2,74.2,20.1,12.7,84.4,1.2
2020-07-30,45.3,54.6,99.9,20.0,10.6,79.2,1.4
2020-07-31,1.7,11.1,12.7,16.5,11.6,74.9,0.8
2020-08-01,1.0,5.3,6.2,27.2,14.1,80.8,0.2
2020-08-02,1.5,8.2,8.4,30.2,9.0,81.6,0.5
2020-08-03,71.6,56.5,128.1,28.2,9.5,85.2,2.4
2020-08-04,99.4,53.8,153.2,28.4,26.6,88.2,7.0
2020-08-05,249.9,55.2,305.1,28.4,20.8,90.1,8.8
2020-08-06,3.3,23.4,26.5,36.8,8.7,89.2,0.1
2020-08-07,16.0,42.1,48.5,24.7,11.0,89.2,0.7
2020-08-08,15.6,37.9,51.8,24.2,15.2,84.0,1.9
2020-08-09,9.2,32.7,38.0,23.7,13.2,87.8,1.2
2020-08-10,87.7,61.5,146.7,37.4,21.7,87.6,3.8
2020-08-11,8.8,44.9,51.4,31.5,14.0,89.1,0.7
2020-08-12,55.7,61.1,112.7,23.4,15.4,88.3,2.3
2020-08-13,128.1,68.3,196.4,34.3,15.7,77.0,4.2
2020-08-14,73.3,62.6,135.9,22.9,19.8,81.4,3.5
2020-08-15,51.8,47.8,99.6,24.0,18.2,80.5,4.4
2020-08-16,52.4,32.9,81.5,28.8,29.0,87.0,2.6
2020-08-17,155.1,63.6,218.5,30.6,15.2,81.2,7.5
2020-08-18,6.1,26.5,32.6,29.7,11.5,78.6,0.9
2020-08-19,9.0,32.2,41.2,31.0,9.4,89.2,0.2
2020-08-20,9.7,24.6,29.4,33.5,27.2,87.0,0.2
2020-08-21,8.3,33.8,38.2,26.9,22.2,83.4,0.4
2020-08-22,8.3,38.0,46.3,26.1,0.0,88.4,0.6
2020-08-23,0.4,4.1,4.1,23.8,0.0,89.7,0.6
2020-08-24,7.9,33.9,34.3,25.5,0.0,83.7,0.8
2020-08-25,13.1,21.7,32.6,20.7,0.0,86.5,1.1
2020-08-26,16.8,32.8,49.2,27.3,0.0,77.4,0.9
2020-08-27,19.5,38.4,49.7,22.4,0.0,83.0,0.2
2020-08-28,80.0,67.6,147.6,38.0,25.7,83.6,4.0
2020-08-29,14.5,40.3,44.9,27.0,18.1,84.4,1.1
2020-08-30,4.5,19.4,20.5,31.3,13.8,86.9,0.6
2020-08-31,37.9,57.8,95.7,27.0,12.2,77.1,1.6
2020-09-01,11.4,47.8,56.0,16.7,18.1,84.3,0.6
2020-09-02,47.5,58.7,105.0,33.7,21.3,82.7,1.7
2020-09-03,25.3,51.6,76.4,27.1,11.6,75.6,5.8
2020-09-04,109.9,62.2,172.2,27.8,14.3,78.6,8.0
2020-09-05,9.9,29.2,30.2,15.9,10.4,83.7,0.7
2020-09-06,1.8,10.9,10.8,20.4,7.3,84.7,0.7
2020-09-07,31.7,48.2,79.9,20.7,11.3,87.6,2.1
2020-09-08,135.1,75.4,210.5,21.0,11.5,75.5,11.4
2020-09-09,128.1,55.3,183.4,25.2,15.6,84.5,4.6
2020-09-10,19.0,49.6,65.6,18.7,16.6,86.7,1.4
2020-09-11,33.4,48.9,82.3,26.2,12.0,72.9,6.4
2020-09-12,31.6,43.1,74.7,15.7,22.6,67.2,5.4
2020-09-13,4.5,11.1,13.5,19.0,9.1,60.1,0.5
2020-09-14,17.4,30.1,42.6,20.7,13.9,71.8,0.6
2020-09-15,10.8,17.7,27.6,29.1,27.7,79.3,0.9
2020-09-16,16.0,31.1,38.7,39.9,20.6,77.6,1.3
2020-09-17,35.2,42.7,77.5,35.5,17.7,79.7,1.5
2020-09-18,11.0,22.8,32.3,31.4,19.5,82.1,1.5
2020-09-19,11.5,33.6,41.9,36.9,20.1,81.5,1.1
2020-09-20,15.2,39.9,52.0,24.6,11.0,86.9,3.6
2020-09-21,42.7,37.4,80.1,21.7,9.9,87.1,1.5
2020-09-22,74.8,32.8,107.7,10.7,9.2,88.3,2.8
2020-09-23,16.2,29.8,46.0,14.3,8.0,85.0,1.4
2020-09-24,3.9,16.9,19.0,18.9,11.8,80.4,0.4
2020-09-25,17.4,37.6,42.1,20.6,10.1,82.9,0.2
2020-09-26,1.7,14.4,14.4,22.3,12.9,89.6,0.2
2020-09-27,1.2,10.2,11.4,40.6,11.6,87.3,0.3
2020-09-28,15.7,33.7,49.5,57.2,12.9,79.1,0.6
2020-09-29,20.7,23.6,44.3,35.8,18.6,75.6,0.9
2020-09-30,28.2,55.4,81.0,22.4,16.6,76.1,1.8
2020-10-01,255.7,71.5,327.2,23.0,20.5,84.2,10.1
2020-10-02,223.3,80.1,290.4,38.2,27.6,84.6,8.5
2020-10-03,60.2,35.7,95.9,21.7,13.8,85.7,4.5
2020-10-04,6.7,22.9,24.9,24.7,12.1,87.1,0.3
2020-10-05,36.3,53.1,89.4,31.0,13.9,78.9,4.4
2020-10-06,23.9,41.6,65.5,18.6,7.3,77.0,1.1
2020-10-07,23.7,37.3,59.6,25.8,13.7,76.4,1.3
2020-10-08,20.1,50.6,68.4,63.8,11.5,77.4,5.8
2020-10-09,5.6,17.2,22.8,42.4,14.4,69.1,0.6
2020-10-10,1.5,4.2,5.0,20.4,12.8,63.5,0.3
2020-10-11,0.5,1.5,1.7,23.7,8.8,75.5,0.2
2020-10-12,1.0,3.8,4.4,60.9,8.8,87.8,0.3
2020-10-13,33.1,50.1,83.2,30.6,9.8,89.7,0.9
2020-10-14,65.8,63.2,129.0,15.4,6.1,84.3,1.6
2020-10-15,38.0,50.8,88.7,32.9,19.0,85.8,1.7
2020-10-16,51.7,46.0,95.5,29.7,15.0,75.3,8.8
2020-10-17,42.2,40.6,75.8,24.3,19.2,78.5,2.7
2020-10-18,37.1,31.4,67.0,18.3,15.9,87.0,5.2
2020-10-19,4.6,18.3,22.9,26.5,14.1,85.7,0.6
2020-10-20,5.5,20.3,25.7,21.2,7.5,79.7,0.1
2020-10-21,22.3,36.3,51.5,23.7,26.8,82.0,0.9
2020-10-22,94.3,41.5,127.3,27.1,16.0,87.0,3.0
2020-10-23,3.6,17.0,18.5,7.8,15.2,89.0,0.2
2020-10-24,0.8,4.4,5.1,11.2,10.7,87.0,0.3
2020-10-25,1.0,3.3,3.3,9.3,9.5,83.6,0.1
2020-10-26,1.3,12.4,13.4,14.6,7.7,84.9,0.5
2020-10-27,27.7,25.1,52.7,22.2,13.8,86.3,1.3
2020-10-28,70.3,40.3,109.0,24.6,10.3,85.9,2.2
2020-10-29,1.6,8.8,10.1,19.3,6.8,82.5,0.1
2020-10-30,2.5,15.2,17.7,39.3,14.1,83.8,0.0
2020-10-31,2.9,8.5,11.2,31.7,9.3,85.0,0.7
2020-11-01,5.3,24.8,25.9,23.1,9.1,82.0,0.4
2020-11-02,107.6,41.1,144.6,19.6,16.0,84.8,3.7
2020-11-03,1.9,5.9,7.8,19.4,14.8,82.9,0.3
2020-11-04,2.8,6.9,9.7,33.4,6.8,82.8,0.3
2020-11-05,4.4,12.7,15.7,22.6,11.7,89.4,0.6
2020-11-06,17.4,29.9,39.9,17.6,25.0,88.1,0.6
2020-11-07,5.2,25.5,29.7,19.4,16.0,90.1,0.6
2020-11-08,2.2,9.3,9.4,22.9,10.8,81.8,0.6
2020-11-09,14.3,31.6,42.5,17.9,14.8,83.6,1.6
2020-11-10,59.6,41.6,91.1,19.3,15.3,88.2,1.6
2020-11-11,36.4,34.6,71.0,22.6,7.7,86.8,0.5
2020-11-12,13.8,19.1,27.5,19.9,20.7,70.7,0.5
2020-11-13,90.2,36.2,115.6,23.5,15.5,80.5,3.0
2020-11-14,37.8,36.0,71.6,23.6,32.5,74.5,3.9
2020-11-15,6.9,21.4,23.8,20.4,10.3,84.2,0.7
2020-11-16,86.2,31.7,113.5,20.2,8.8,84.9,3.2
2020-11-17,34.3,37.9,72.2,19.9,12.5,75.5,0.9
2020-11-18,13.1,18.5,31.2,34.5,13.7,83.5,0.4
2020-11-19,21.6,25.9,44.8,24.4,10.6,68.2,1.5
2020-11-20,46.1,43.6,89.7,21.5,12.0,74.2,5.0
2020-11-21,16.3,20.9,34.9,23.0,23.6,76.4,0.1
2020-11-22,6.5,16.6,20.4,33.2,14.0,80.7,0.5
2020-11-23,56.1,38.4,85.9,22.2,51.0,74.2,14.7
2020-11-24,28.8,41.4,65.0,27.9,10.8,85.8,1.7
2020-11-25,1.8,21.0,21.6,42.0,15.1,89.2,0.4
2020-11-26,5.2,10.9,16.1,29.6,9.0,85.0,0.3
2020-11-27,24.6,26.3,50.9,28.5,12.3,86.4,0.4
2020-11-28,11.4,12.0,21.8,33.7,10.4,68.9,0.4
2020-11-29,6.7,14.9,16.8,39.2,23.1,83.8,0.2
2020-11-30,11.2,25.4,36.6,33.1,15.6,86.8,1.3
2020-12-01,21.5,27.6,40.5,40.2,15.4,86.7,1.7
2020-12-02,87.4,44.7,132.1,28.2,12.4,75.7,3.1
2020-12-03,17.9,16.9,34.0,39.3,23.5,80.4,0.6
2020-12-04,23.2,28.3,50.9,34.9,10.7,60.7,1.2
2020-12-05,5.4,17.0,22.5,22.7,19.8,74.2,0.1
2020-12-06,7.4,10.8,16.3,26.0,13.3,80.7,0.3
2020-12-07,4.7,15.2,18.3,27.4,9.5,86.5,0.1
2020-12-08,6.8,10.7,17.5,19.1,10.4,86.2,0.2
2020-12-09,3.1,7.4,10.0,23.3,10.5,89.2,0.1
2020-12-10,11.6,15.7,27.3,28.8,10.7,90.4,0.2
2020-12-11,18.0,23.7,41.2,23.0,16.2,78.1,0.4
2020-12-12,9.8,12.3,22.0,26.4,13.3,61.1,0.2
2020-12-13,7.0,6.9,12.7,25.9,16.3,66.1,0.1
2020-12-14,70.4,35.7,106.1,31.8,13.0,79.3,1.6
2020-12-15,78.8,45.9,124.8,35.3,16.1,76.4,2.8
2020-12-16,27.5,29.8,57.2,24.8,9.8,73.8,1.4
2020-12-17,23.7,23.0,46.7,24.7,12.1,72.8,1.1
2020-12-18,62.2,38.3,97.2,31.0,11.9,80.7,1.4
2020-12-19,8.0,33.6,41.6,26.8,18.5,81.0,0.1
2020-12-20,10.3,26.0,31.6,26.6,16.0,78.9,0.5
2020-12-21,39.7,29.1,66.2,22.6,10.9,78.8,1.4
2020-12-22,1.8,7.8,8.3,21.5,14.9,80.0,0.1
2020-12-23,8.7,16.5,25.2,16.8,9.4,81.4,0.3
2020-12-24,7.9,11.9,19.8,27.0,17.2,86.6,0.6
2020-12-25,4.0,4.2,7.7,37.5,19.2,63.4,1.1
2020-12-26,6.0,9.8,13.8,20.4,11.2,78.4,1.1
2020-12-27,0.0,0.0,0.0,19.0,19.8,77.5,2.5
2020-12-28,0.0,0.0,0.0,18.3,12.6,67.8,2.6
2020-12-29,0.0,0.0,0.0,19.0,17.1,65.4,0.3
2020-12-30,0.0,0.0,0.0,18.0,14.7,74.7,0.2
2020-12-31,0.0,0.0,0.0,20.9,16.6,80.4,0.4
2021-01-01,0.0,0.0,0.0,24.6,15.0,81.3,0.8
