Date,capped_scale
2020-10-09,46.57
2020-10-10,67.2
2020-10-11,42.25
2020-10-12,56.04
2020-10-13,76.58000000000001
2020-10-14,87.46
2020-10-15,59.720000000000006
2020-10-16,110.635
2020-10-17,44.07
2020-10-18,83.3425
2020-10-19,53.38250000000001
2020-10-20,20.12
2020-10-21,9.0
2020-10-22,79.80000000000001
2020-10-23,58.84
2020-10-24,47.28250000000001
2020-10-25,45.6
2020-10-26,90.09
2020-10-27,101.78
2020-10-28,19.02
2020-10-29,78.48
2020-10-30,115.75500000000001
2020-10-31,77.46
2020-11-01,57.6375
2020-11-02,48.267500000000005
2020-11-03,61.15
2020-11-04,58.07
2020-11-05,63.68
2020-11-06,51.69
2020-11-07,15.0
2020-11-08,52.3
2020-11-09,36.64
2020-11-10,65.42
2020-11-11,65.85
2020-11-12,69.16999999999999
2020-11-13,62.28750000000001
2020-11-14,44.96
2020-11-15,58.2125
2020-11-16,104.1925
2020-11-17,44.58
2020-11-18,36.12
2020-11-19,46.86
2020-11-20,35.19
2020-11-21,76.03999999999999
2020-11-22,64.19999999999999
2020-11-23,61.010000000000005
2020-11-24,74.69
2020-11-25,75.28999999999999
2020-11-26,66.52250000000001
2020-11-27,127.78250000000001
2020-11-28,59.66
2020-11-29,82.75999999999999
2020-11-30,30.39
2020-12-01,140.28
2020-12-02,71.64
2020-12-03,74.96000000000001
2020-12-04,43.23
2020-12-05,94.85
2020-12-06,79.0025
2020-12-07,47.19
2020-12-08,56.712500000000006
2020-12-09,24.54
2020-12-10,39.81
2020-12-11,75.5325
2020-12-12,48.69
2020-12-13,61.045
2020-12-14,45.449999999999996
2020-12-15,38.559999999999995
2020-12-16,75.12
2020-12-17,51.769999999999996
2020-12-18,32.7
2020-12-19,13.11
2020-12-20,25.25
2020-12-21,93.53
2020-12-22,51.81
2020-12-23,47.08
2020-12-24,11.76
2020-12-25,35.480000000000004
2020-12-26,25.380000000000006
2020-12-27,44.47
2020-12-28,80.9825
2020-12-29,60.41
2020-12-30,20.24
2020-12-31,106.0
2021-01-01,54.325
