Date,AQI,NO,NO2,NOx,PM10,PM2.5,Temp,WS
2019-02-07,26.0,24.0,24.0,48.0,14.6,6.3,21.0,1.0
2019-02-08,26.0,32.4,40.3,72.7,17.2,6.9,23.0,1.4
2019-02-09,28.0,24.5,38.2,62.6,17.7,7.8,24.0,1.1
2019-02-10,29.0,63.6,47.0,110.6,14.8,6.5,25.0,1.2
2019-02-11,40.0,195.5,79.5,275.1,22.3,9.1,29.0,0.7
2019-02-12,51.0,231.2,101.5,310.9,36.3,7.4,29.0,0.5
2019-02-13,34.0,164.9,67.8,232.6,18.1,6.1,27.0,0.7
2019-02-14,44.0,129.5,88.4,180.5,21.5,6.6,26.0,0.9
2019-02-15,31.0,114.8,62.0,167.7,24.9,7.9,28.0,0.9
2019-02-16,40.0,58.2,43.4,101.6,26.2,10.1,25.0,0.9
2019-02-17,47.0,62.5,37.4,99.9,26.1,9.9,25.0,1.0
2019-02-18,46.0,122.2,65.9,163.4,23.4,8.3,24.0,0.7
2019-02-19,39.0,122.6,78.3,189.2,21.9,6.5,25.0,0.6
2019-02-20,45.0,191.4,91.1,282.5,23.3,8.4,25.0,0.8
2019-02-21,32.0,108.8,45.1,147.1,22.3,8.2,25.0,1.1
2019-02-22,53.0,188.5,105.6,294.1,18.5,6.7,23.0,0.7
2019-02-23,28.0,134.5,52.8,175.2,23.7,8.5,22.0,0.6
2019-02-24,35.0,135.3,65.8,191.9,18.6,6.6,24.0,0.8
2019-02-25,27.0,121.9,51.8,173.7,19.9,6.5,22.0,1.5
2019-02-26,44.0,138.7,90.4,187.3,16.1,5.1,24.0,1.0
2019-02-27,33.0,124.8,67.7,172.7,17.2,5.3,24.0,0.9
2019-02-28,38.0,105.2,78.1,167.3,23.7,8.1,23.0,0.9
2019-03-01,58.0,189.5,118.5,308.0,26.2,9.6,22.0,0.8
2019-03-02,38.0,115.6,57.0,156.0,17.8,7.2,23.0,1.2
2019-03-03,27.0,109.6,56.6,152.8,15.9,6.5,26.0,0.6
2019-03-04,38.0,135.0,77.2,212.2,21.5,7.6,25.0,0.9
2019-03-05,54.0,205.1,109.7,256.2,17.0,5.9,24.0,0.6
2019-03-06,47.0,165.2,95.1,243.8,23.6,9.1,25.0,1.1
2019-03-07,56.0,269.8,114.9,384.7,23.8,7.8,23.0,0.9
2019-03-08,57.0,241.1,114.4,355.5,34.4,10.4,23.0,0.6
2019-03-09,39.0,106.1,61.6,167.7,35.8,10.0,20.0,0.7
2019-03-10,36.0,60.9,54.6,99.7,15.9,6.5,23.0,0.6
2019-03-11,44.0,288.6,90.3,366.6,24.4,10.1,25.0,0.7
2019-03-12,59.0,284.2,122.4,406.6,24.7,8.4,22.0,1.0
2019-03-13,53.0,292.5,109.1,347.1,30.1,8.4,27.0,0.7
2019-03-14,46.0,219.5,95.0,258.4,21.3,8.4,27.0,0.7
2019-03-15,28.0,70.9,47.0,113.0,13.9,6.8,25.0,1.1
2019-03-16,31.0,148.9,63.8,212.7,14.8,8.0,24.0,0.8
2019-03-17,25.0,58.0,37.0,88.4,16.7,11.0,25.0,0.7
2019-03-18,33.0,52.8,39.8,92.3,19.4,7.8,23.0,1.1
2019-03-19,40.0,177.3,81.4,258.7,17.7,9.2,20.0,0.6
2019-03-20,37.0,73.2,75.4,138.2,18.7,9.5,23.0,0.6
2019-03-21,31.0,66.8,62.7,108.2,15.2,8.0,24.0,1.0
2019-03-22,53.0,277.8,108.1,385.9,23.8,6.9,24.0,0.8
2019-03-23,29.0,114.0,49.7,146.2,17.5,9.8,24.0,0.7
2019-03-24,31.0,66.3,53.2,115.7,14.0,9.0,22.0,0.9
2019-03-25,36.0,77.3,73.2,150.6,18.8,6.5,24.0,0.9
2019-03-26,64.0,274.0,129.7,379.5,33.7,9.2,24.0,0.8
2019-03-27,48.0,184.6,97.8,279.7,30.2,8.3,24.0,0.7
2019-03-28,54.0,284.0,109.0,373.6,16.7,6.0,22.0,0.8
2019-03-29,22.0,24.0,29.0,53.0,15.3,6.3,24.0,1.2
2019-03-30,24.0,14.5,26.2,37.9,15.8,5.7,23.0,1.0
2019-03-31,30.0,20.4,29.9,50.3,22.9,9.5,24.0,0.8
2019-04-01,44.0,221.9,78.6,300.5,29.5,12.5,22.0,0.8
2019-04-02,37.0,113.6,73.9,169.9,23.1,8.8,22.0,0.8
2019-04-03,35.0,,,,16.6,5.8,19.0,0.8
2019-04-04,32.0,,,,15.6,7.8,21.0,0.6
2019-04-05,34.0,,,,13.2,6.5,21.0,1.0
2019-04-06,32.0,,,,14.8,9.5,17.0,0.4
2019-04-07,27.0,,,,12.9,6.9,15.0,0.6
2019-04-08,26.0,,,,16.9,7.2,0.0,0.6
2019-04-09,34.0,,,,15.3,6.1,21.0,0.7
2019-04-10,38.0,,,,19.2,6.2,0.0,0.0
2019-04-11,92.0,,,,23.9,11.1,17.0,0.0
2019-04-12,71.0,,,,24.2,11.8,17.0,1.4
2019-04-13,75.0,,,,19.3,9.3,0.0,0.7
2019-04-14,32.0,,,,17.9,8.8,13.0,0.4
2019-04-15,30.0,,,,16.3,7.2,19.0,0.8
2019-04-16,40.0,,,,24.1,9.4,19.0,0.7
2019-04-17,31.0,,,,13.0,6.4,19.0,0.9
2019-04-18,64.0,,,,17.6,7.9,20.0,0.9
2019-04-19,35.0,,,,30.3,20.3,20.0,0.8
2019-04-20,43.0,,,,26.7,17.9,22.0,0.8
2019-04-21,43.0,,,,21.6,15.0,20.0,0.8
2019-04-22,33.0,,,,9.8,5.8,18.0,1.0
2019-04-23,65.0,,,,14.5,6.7,19.0,0.9
2019-04-24,40.0,,,,19.2,8.7,21.0,0.8
2019-04-25,30.0,,,,14.9,6.3,21.0,0.7
2019-04-26,46.0,,,,16.1,8.5,21.0,0.7
2019-04-27,43.0,,,,34.2,23.5,22.0,0.5
2019-04-28,37.0,,,,24.8,10.3,19.0,0.5
2019-04-29,68.0,,,,30.9,12.2,18.0,0.8
2019-04-30,44.0,,,,26.8,11.0,18.0,1.0
2019-05-01,41.0,177.6,85.4,255.5,22.2,12.2,17.0,1.1
2019-05-02,45.0,160.3,94.3,224.1,20.0,8.4,19.0,0.7
2019-05-03,41.0,284.6,87.0,362.1,24.3,15.8,20.0,0.6
2019-05-04,45.0,162.2,73.2,220.2,28.6,15.8,19.0,0.5
2019-05-05,39.0,160.3,53.0,200.4,15.7,10.0,20.0,0.9
2019-05-06,26.0,35.3,36.2,67.3,15.3,8.5,18.0,0.8
2019-05-07,33.0,74.2,62.5,132.8,21.1,13.1,19.0,1.1
2019-05-08,35.0,88.5,66.2,154.6,22.1,10.1,20.0,1.0
2019-05-09,53.0,118.8,102.5,221.3,20.4,6.6,21.0,0.8
2019-05-10,71.0,276.5,139.9,404.6,27.5,10.8,22.0,0.4
2019-05-11,38.0,166.7,63.1,211.7,21.0,10.8,19.0,1.0
2019-05-12,36.0,58.6,35.0,93.6,31.7,12.6,20.0,1.2
2019-05-13,63.0,130.3,112.1,242.5,48.0,18.3,19.0,1.0
2019-05-14,79.0,283.1,157.3,403.5,39.0,14.5,17.0,0.6
2019-05-15,75.0,275.1,150.2,425.3,52.5,12.0,20.0,0.5
2019-05-16,49.0,206.1,96.8,286.0,24.1,10.6,19.0,0.8
2019-05-17,45.0,139.5,78.3,205.2,26.7,12.6,17.0,0.7
2019-05-18,49.0,165.4,97.1,249.5,26.1,11.3,18.0,0.5
2019-05-19,35.0,119.6,66.3,184.8,23.2,9.6,20.0,0.6
2019-05-20,45.0,119.3,89.8,197.1,27.4,10.2,17.0,0.7
2019-05-21,57.0,217.6,114.6,332.3,24.6,7.8,17.0,0.7
2019-05-22,58.0,210.9,117.5,322.5,30.8,7.2,17.0,0.7
2019-05-23,44.0,224.9,88.0,294.8,17.2,6.5,18.0,0.9
2019-05-24,57.0,157.3,116.7,274.0,23.3,11.8,18.0,0.8
2019-05-25,39.0,264.5,80.1,331.1,43.8,16.6,19.0,0.6
2019-05-26,43.0,159.5,86.0,245.5,26.5,13.5,18.0,0.7
2019-05-27,46.0,320.5,90.1,410.5,38.3,10.6,19.0,0.6
2019-05-28,38.0,120.2,74.2,172.0,37.6,11.1,19.0,1.2
2019-05-29,70.0,295.4,136.9,432.4,41.0,13.9,20.0,0.4
2019-05-30,56.0,269.8,107.5,373.5,53.5,10.8,20.0,0.7
2019-05-31,77.0,235.3,152.6,324.4,76.3,15.1,17.0,0.8
2019-06-01,55.0,203.4,103.4,306.1,125.8,27.6,16.0,0.6
2019-06-02,46.0,81.0,63.1,141.9,21.3,11.2,14.0,1.0
2019-06-03,34.0,130.2,67.7,172.3,28.6,19.8,14.0,0.7
2019-06-04,50.0,266.7,98.9,345.2,26.8,13.1,17.0,0.5
2019-06-05,65.0,255.6,125.6,381.2,31.8,11.4,16.0,1.2
2019-06-06,70.0,264.2,136.6,382.8,23.4,8.3,15.0,1.0
2019-06-07,55.0,203.1,113.8,313.7,27.9,12.0,13.0,0.9
2019-06-08,57.0,61.5,91.0,136.6,41.4,17.1,17.0,1.3
2019-06-09,61.0,139.7,77.8,217.5,43.4,22.9,17.0,0.8
2019-06-10,55.0,171.8,94.6,253.1,25.5,13.1,17.0,0.5
2019-06-11,60.0,243.9,121.1,349.3,31.8,11.9,17.0,0.5
2019-06-12,46.0,255.9,93.5,331.8,34.0,18.8,16.0,0.5
2019-06-13,58.0,292.3,117.5,375.9,30.3,17.5,16.0,1.2
2019-06-14,66.0,411.6,133.1,529.0,30.8,14.4,17.0,0.9
2019-06-15,41.0,223.4,81.9,294.0,21.5,8.3,19.0,0.7
2019-06-16,53.0,133.9,106.5,206.3,21.0,11.0,18.0,0.6
2019-06-17,65.0,339.1,131.2,470.3,27.2,11.2,16.0,0.7
2019-06-18,55.0,318.1,110.6,416.5,50.3,21.7,15.0,0.8
2019-06-19,45.0,152.9,63.6,212.6,27.3,18.1,14.0,0.9
2019-06-20,27.0,36.9,52.6,87.2,21.4,7.1,16.0,1.6
2019-06-21,62.0,200.3,123.7,324.1,35.3,16.1,17.0,1.2
2019-06-22,52.0,214.7,105.1,283.9,32.1,22.0,14.0,1.0
2019-06-23,60.0,194.0,120.7,261.6,21.9,14.6,16.0,0.6
2019-06-24,71.0,356.1,141.7,497.9,39.4,9.3,15.0,0.9
2019-06-25,33.0,109.7,67.3,177.0,17.6,7.1,15.0,0.8
2019-06-26,41.0,292.2,84.5,348.5,33.0,13.7,14.0,1.2
2019-06-27,39.0,202.4,79.9,282.3,51.8,17.8,14.0,0.8
2019-06-28,38.0,109.4,66.6,167.9,19.1,12.5,15.0,0.7
2019-06-29,35.0,42.5,52.2,92.1,16.6,12.2,15.0,0.9
2019-06-30,31.0,97.9,55.1,141.2,19.5,13.1,14.0,1.2
2019-07-01,28.0,25.0,45.0,70.0,17.7,6.8,16.0,1.3
2019-07-02,30.0,18.6,46.0,64.3,21.2,8.3,16.0,0.9
2019-07-03,46.0,37.4,51.5,88.3,30.3,12.6,18.0,1.3
2019-07-04,51.0,129.2,96.0,221.6,24.5,10.9,17.0,2.3
2019-07-05,54.0,247.0,103.2,321.8,22.6,14.5,13.0,1.0
2019-07-06,52.0,177.4,97.4,231.8,30.8,21.0,14.0,1.2
2019-07-07,41.0,108.3,66.9,152.9,23.9,16.1,13.0,0.8
2019-07-08,62.0,285.1,120.8,405.8,42.1,11.5,16.0,0.9
2019-07-09,59.0,265.5,118.4,369.3,24.2,16.0,15.0,0.7
2019-07-10,50.0,281.1,100.4,362.9,43.5,13.1,15.0,1.1
2019-07-11,57.0,227.9,116.9,293.7,21.5,11.2,16.0,0.5
2019-07-12,59.0,158.0,121.1,278.7,24.3,11.8,15.0,0.9
2019-07-13,45.0,219.0,82.7,276.5,36.4,10.5,18.0,0.6
2019-07-14,54.0,207.9,111.3,257.9,22.2,9.9,17.0,0.7
2019-07-15,59.0,361.9,121.0,461.4,21.5,8.5,17.0,0.8
2019-07-16,73.0,253.2,148.2,338.7,22.2,9.9,16.0,0.9
2019-07-17,80.0,340.7,178.0,412.0,35.8,14.0,17.0,0.6
2019-07-18,75.0,279.4,150.8,379.8,30.1,15.3,16.0,0.6
2019-07-19,62.0,264.5,126.1,362.8,29.8,12.1,15.0,1.5
2019-07-20,68.0,212.6,137.6,349.4,17.3,8.4,16.0,0.5
2019-07-21,36.0,167.3,73.5,226.5,20.7,13.1,16.0,0.9
2019-07-22,48.0,317.3,98.9,399.0,31.9,16.2,16.0,1.1
2019-07-23,43.0,198.1,85.9,266.5,26.0,17.1,15.0,1.1
2019-07-24,51.0,380.0,105.5,485.5,36.4,21.3,15.0,1.4
2019-07-25,61.0,449.9,128.3,564.9,40.6,22.5,14.0,1.3
2019-07-26,40.0,7.0,24.2,31.0,12.3,4.4,16.0,1.1
2019-07-27,23.0,6.6,24.4,31.0,14.4,6.8,16.0,1.3
2019-07-28,24.0,8.2,35.2,42.7,15.5,5.6,15.0,1.2
2019-07-29,28.0,58.2,57.4,115.6,17.1,8.4,16.0,1.1
2019-07-30,68.0,287.8,136.9,424.8,26.2,7.6,17.0,0.5
2019-07-31,63.0,244.6,126.5,320.8,28.3,10.1,15.0,0.6
2019-08-01,59.0,210.8,118.2,327.9,22.0,12.2,13.0,0.9
2019-08-02,71.0,234.2,142.3,347.0,34.3,14.6,17.0,0.9
2019-08-03,46.0,99.6,83.8,164.9,26.8,13.6,15.0,1.2
2019-08-04,60.0,104.3,120.4,224.7,23.8,10.8,15.0,0.7
2019-08-05,61.0,227.6,124.6,318.8,22.4,11.3,12.0,1.1
2019-08-06,78.0,247.7,160.6,370.4,25.9,9.1,15.0,0.8
2019-08-07,80.0,325.0,165.1,490.1,18.2,6.9,16.0,0.6
2019-08-08,73.0,274.4,150.3,424.7,18.4,10.6,16.0,0.5
2019-08-09,49.0,235.0,99.5,318.2,14.7,9.5,15.0,0.9
2019-08-10,51.0,146.7,103.7,235.3,34.4,14.9,18.0,0.6
2019-08-11,56.0,75.9,58.1,130.7,32.8,13.3,19.0,0.6
2019-08-12,49.0,187.9,100.2,287.8,31.4,11.8,16.0,0.8
2019-08-13,65.0,206.8,133.5,300.1,22.7,8.7,16.0,0.8
2019-08-14,56.0,193.3,115.0,293.5,20.0,11.2,17.0,1.2
2019-08-15,43.0,150.4,89.3,223.0,20.9,12.7,14.0,0.9
2019-08-16,84.0,203.9,173.8,358.8,15.4,6.4,15.0,0.7
2019-08-17,59.0,181.3,123.0,287.5,16.5,8.2,16.0,0.5
2019-08-18,25.0,31.9,47.9,74.2,13.9,8.2,12.0,1.1
2019-08-19,32.0,49.9,66.6,116.5,14.3,5.9,13.0,1.1
2019-08-20,29.0,46.9,44.4,84.8,24.3,9.6,14.0,1.8
2019-08-21,66.0,211.2,135.4,304.9,26.0,9.1,16.0,1.0
2019-08-22,57.0,242.4,115.1,315.9,30.0,13.0,16.0,0.8
2019-08-23,41.0,182.1,85.0,265.0,21.9,13.1,14.0,0.8
2019-08-24,37.0,76.3,68.6,144.9,26.1,11.5,16.0,1.3
2019-08-25,38.0,145.7,107.0,252.7,22.6,10.4,17.0,1.0
2019-08-26,63.0,277.7,160.5,386.4,37.9,15.8,17.0,0.8
2019-08-27,56.0,166.7,108.2,263.9,26.1,11.9,16.0,1.0
2019-08-28,74.0,197.4,146.9,344.2,24.4,10.2,16.0,1.3
2019-08-29,64.0,213.5,128.7,316.1,21.1,8.8,17.0,0.9
2019-08-30,68.0,247.5,136.3,383.8,21.8,7.9,16.0,0.6
2019-08-31,32.0,95.8,64.4,158.1,19.7,10.6,16.0,1.0
2019-09-01,41.0,112.7,84.0,156.2,20.4,12.5,16.0,1.1
2019-09-02,44.0,283.5,89.9,371.8,29.7,15.0,16.0,1.2
2019-09-03,31.0,5.2,24.7,28.4,16.4,5.3,16.0,1.9
2019-09-04,29.0,30.7,41.3,67.4,23.4,9.2,18.0,1.6
2019-09-05,40.0,57.2,62.8,116.4,21.9,9.4,17.0,2.0
2019-09-06,59.0,174.3,117.3,263.5,27.0,10.4,16.0,1.2
2019-09-07,46.0,142.5,91.0,209.7,28.5,11.2,17.0,0.8
2019-09-08,52.0,161.5,98.4,219.8,43.2,13.3,18.0,1.0
2019-09-09,52.0,74.8,73.7,129.0,29.5,14.4,17.0,1.6
2019-09-10,39.0,23.8,38.7,59.0,9.6,4.0,14.0,1.5
2019-09-11,46.0,171.8,94.5,235.0,21.8,8.7,16.0,1.2
2019-09-12,51.0,202.2,101.2,259.9,23.4,10.4,16.0,1.0
2019-09-13,59.0,288.1,119.5,353.6,21.6,9.1,18.0,0.5
2019-09-14,35.0,101.9,71.1,173.0,23.5,10.1,17.0,1.4
2019-09-15,55.0,138.0,114.5,221.5,13.4,6.0,17.0,0.7
2019-09-16,48.0,178.6,94.4,273.0,15.1,6.5,18.0,1.2
2019-09-17,63.0,242.1,124.5,363.7,32.1,10.0,20.0,0.7
2019-09-18,47.0,161.6,89.4,223.7,26.7,11.5,16.0,0.8
2019-09-19,66.0,154.6,133.5,287.5,25.1,9.1,17.0,1.2
2019-09-20,46.0,221.1,93.1,286.9,28.8,11.7,16.0,1.0
2019-09-21,39.0,102.8,74.2,156.2,24.6,10.8,18.0,0.9
2019-09-22,33.0,57.3,55.3,112.7,17.6,7.4,17.0,1.0
2019-09-23,52.0,217.0,103.9,298.0,49.2,7.8,18.0,0.6
2019-09-24,54.0,178.3,106.1,284.4,28.5,11.1,16.0,1.3
2019-09-25,67.0,233.9,131.4,336.5,27.5,10.8,16.0,1.0
2019-09-26,52.0,205.5,101.9,307.4,25.0,9.8,15.0,1.3
2019-09-27,61.0,214.9,122.3,313.8,26.1,12.1,17.0,0.8
2019-09-28,51.0,158.7,101.9,260.6,17.8,8.9,18.0,0.7
2019-09-29,44.0,107.4,89.3,172.3,16.1,8.2,19.0,0.5
2019-09-30,54.0,252.0,109.3,321.6,26.8,10.2,19.0,1.0
2019-10-01,64.0,239.2,128.4,346.0,22.7,8.1,16.0,0.8
2019-10-02,48.0,159.6,96.2,227.8,35.5,15.3,16.0,1.0
2019-10-03,52.0,227.9,104.3,318.1,29.0,10.8,16.0,0.9
2019-10-04,60.0,252.2,120.1,372.3,19.4,8.4,16.0,0.8
2019-10-05,48.0,146.8,97.7,223.5,19.0,7.3,18.0,0.4
2019-10-06,34.0,96.9,68.6,140.7,17.7,7.6,17.0,0.9
2019-10-07,30.0,45.9,52.6,96.2,19.3,7.4,16.0,1.3
2019-10-08,65.0,257.1,131.4,369.2,19.6,6.9,20.0,0.4
2019-10-09,26.0,112.5,47.6,157.0,16.8,9.0,19.0,1.5
2019-10-10,43.0,136.7,83.0,208.8,31.3,10.6,18.0,1.5
2019-10-11,85.0,337.0,164.0,501.0,19.0,8.2,18.0,1.2
2019-10-12,34.0,90.1,66.1,153.6,23.5,9.0,18.0,0.8
2019-10-13,33.0,48.9,64.6,102.4,39.7,28.8,19.0,1.1
2019-10-14,30.0,15.6,37.3,49.2,22.0,8.7,16.0,1.7
2019-10-15,27.0,23.7,50.2,73.9,19.0,7.8,18.0,1.3
2019-10-16,52.0,119.7,99.5,183.7,25.6,10.0,17.0,1.2
2019-10-17,64.0,244.6,102.6,334.6,21.0,9.7,18.0,0.6
2019-10-18,61.0,249.6,117.7,344.6,26.4,7.1,20.0,0.7
2019-10-19,46.0,156.4,89.8,202.8,31.4,11.5,20.0,0.7
2019-10-20,33.0,123.5,65.3,169.3,0.0,0.0,20.0,0.6
2019-10-21,60.0,277.3,119.1,376.6,0.0,0.0,20.0,0.6
2019-10-22,79.0,330.1,156.0,486.1,71.7,44.2,19.0,0.8
2019-10-23,256.0,523.2,168.3,691.4,305.5,209.4,15.0,1.1
2019-10-24,256.0,394.5,179.3,532.9,71.3,40.9,18.0,0.9
2019-10-25,71.0,232.6,129.0,358.5,30.7,13.2,17.0,1.0
2019-10-26,52.0,133.0,91.6,207.0,28.6,11.9,19.0,1.0
2019-10-27,55.0,161.5,109.0,270.5,17.3,7.6,22.0,0.7
2019-10-28,39.0,105.7,78.1,170.0,15.2,6.4,23.0,0.6
2019-10-29,62.0,397.6,122.2,519.7,21.2,7.1,19.0,0.8
2019-10-30,36.0,141.9,69.0,187.3,23.8,8.7,18.0,0.9
2019-10-31,53.0,91.5,83.7,153.8,33.3,13.7,20.0,1.0
2019-11-01,54.0,120.7,68.1,165.7,26.7,10.4,17.0,0.9
2019-11-02,45.0,63.0,62.6,109.9,23.3,9.9,19.0,0.9
2019-11-03,40.0,66.4,54.5,120.9,28.3,16.5,22.0,0.9
2019-11-04,36.0,116.3,64.7,169.7,18.6,9.5,23.0,0.9
2019-11-05,58.0,192.2,115.0,287.0,51.7,37.0,26.0,0.7
2019-11-06,64.0,312.1,129.2,433.0,50.1,20.8,25.0,1.0
2019-11-07,51.0,96.3,60.0,156.3,19.4,8.8,22.0,1.4
2019-11-08,43.0,107.8,75.5,183.4,26.2,11.6,22.0,1.1
2019-11-09,45.0,41.6,43.5,78.1,24.1,10.8,20.0,1.5
2019-11-10,42.0,123.8,75.1,198.9,22.9,9.5,22.0,1.4
2019-11-11,92.0,305.5,179.8,414.2,25.6,12.5,19.0,0.8
2019-11-12,67.0,320.0,132.9,441.5,19.8,8.1,16.0,0.9
2019-11-13,55.0,227.1,109.8,295.3,24.4,7.9,21.0,0.5
2019-11-14,77.0,365.8,151.9,517.7,29.0,11.7,22.0,0.6
2019-11-15,75.0,294.3,150.3,400.1,34.6,11.9,22.0,0.5
2019-11-16,61.0,205.7,123.1,277.2,35.5,11.6,24.0,0.4
2019-11-17,49.0,95.3,82.9,168.7,25.8,12.6,21.0,0.7
2019-11-18,52.0,177.8,106.0,259.2,31.6,15.8,23.0,0.8
2019-11-19,54.0,193.7,110.0,297.9,19.2,7.2,19.0,0.7
2019-11-20,59.0,277.5,119.3,358.7,32.8,9.6,22.0,0.7
2019-11-21,59.0,127.2,119.3,246.6,22.9,8.8,21.0,0.9
2019-11-22,41.0,93.6,67.5,148.9,23.9,8.4,21.0,1.0
2019-11-23,43.0,72.3,63.5,125.4,26.1,13.8,22.0,0.8
2019-11-24,51.0,41.0,37.6,78.6,27.7,15.5,21.0,0.7
2019-11-25,46.0,98.0,77.6,168.8,33.6,12.0,22.0,0.9
2019-11-26,53.0,256.2,85.1,322.8,39.4,14.4,23.0,1.3
2019-11-27,83.0,304.0,169.5,473.5,42.2,16.6,25.0,0.8
2019-11-28,63.0,108.1,95.3,203.5,45.8,16.3,22.0,0.8
2019-11-29,51.0,59.8,74.8,129.4,23.7,10.8,24.0,0.9
2019-11-30,37.0,104.9,59.2,164.1,23.2,12.0,23.0,1.0
2019-12-01,38.0,115.7,77.5,166.1,15.6,7.9,23.0,0.7
2019-12-02,48.0,135.7,98.1,233.8,23.5,9.3,23.0,0.8
2019-12-03,75.0,222.7,150.5,339.3,35.8,16.6,24.0,0.9
2019-12-04,67.0,224.3,133.0,345.6,41.6,16.7,25.0,0.7
2019-12-05,75.0,247.2,134.7,381.9,53.1,18.1,26.0,0.8
2019-12-06,99.0,267.5,145.9,412.0,68.3,24.2,24.0,1.0
2019-12-07,92.0,47.8,35.2,82.9,34.4,13.0,25.0,0.6
2019-12-08,47.0,111.4,41.1,146.9,22.2,13.8,24.0,0.8
2019-12-09,39.0,40.2,45.3,79.7,23.6,14.3,22.0,0.8
2019-12-10,37.0,46.1,52.8,92.9,17.7,6.5,22.0,0.8
2019-12-11,40.0,57.0,56.8,101.0,92.8,70.1,24.0,0.9
2019-12-12,43.0,72.9,71.4,129.0,32.7,10.4,27.0,1.2
2019-12-13,54.0,237.4,112.9,332.4,36.9,9.0,26.0,0.6
2019-12-14,46.0,146.6,97.1,243.7,20.0,9.6,23.0,0.6
2019-12-15,29.0,142.4,53.6,190.6,18.5,6.6,23.0,0.6
2019-12-16,35.0,130.6,70.9,192.4,20.6,8.3,23.0,0.8
2019-12-17,51.0,186.9,99.4,272.8,28.1,12.5,21.0,1.2
2019-12-18,89.0,307.0,172.9,480.0,49.3,16.7,21.0,0.8
2019-12-19,62.0,269.8,117.5,342.6,30.4,11.0,23.0,0.6
2019-12-20,61.0,304.0,120.7,424.7,38.3,13.4,23.0,0.7
2019-12-21,48.0,95.9,62.5,158.4,19.7,7.4,21.0,0.7
2019-12-22,29.0,67.3,40.7,103.5,20.5,7.6,22.0,1.0
2019-12-23,36.0,113.4,61.7,151.5,26.4,11.2,21.0,0.8
2019-12-24,50.0,153.6,58.3,211.9,31.9,12.1,23.0,0.7
2019-12-25,50.0,56.7,40.2,87.2,28.6,10.8,23.0,0.8
2019-12-26,53.0,141.9,106.3,248.2,22.8,10.1,23.0,0.6
2019-12-27,38.0,78.2,66.1,142.5,18.1,8.4,23.0,0.8
2019-12-28,38.0,64.5,46.9,107.8,27.3,9.4,22.0,0.9
2019-12-29,44.0,98.0,40.7,129.0,20.8,8.1,22.0,0.8
2019-12-30,45.0,203.8,89.9,283.2,25.0,13.8,23.0,0.6
2019-12-31,44.0,88.3,89.9,165.6,24.3,14.5,24.0,1.0
2020-01-01,40.0,62.7,61.2,123.9,19.6,12.0,24.0,0.6
2020-01-02,30.0,50.1,43.5,77.8,15.2,6.7,23.0,0.8
2020-01-03,40.0,187.7,77.5,232.5,29.0,18.6,23.0,0.9
2020-01-04,51.0,68.5,86.2,140.1,33.1,13.5,21.0,1.0
2020-01-05,52.0,219.0,103.8,302.6,25.4,12.2,22.0,0.6
2020-01-06,62.0,86.2,65.1,151.4,44.0,16.6,21.0,0.9
2020-01-07,64.0,108.8,71.3,147.2,28.5,10.7,20.0,0.8
2020-01-08,46.0,196.8,90.3,266.8,21.4,9.3,21.0,0.9
2020-01-09,34.0,188.4,68.7,226.1,21.2,7.6,21.0,0.8
2020-01-10,38.0,116.4,54.8,164.9,22.6,9.7,23.0,0.9
2020-01-11,35.0,87.6,59.7,122.0,18.7,6.8,24.0,0.6
2020-01-12,82.0,224.4,163.8,340.2,22.6,15.6,25.0,0.9
2020-01-13,42.0,259.0,130.7,304.5,28.2,9.6,26.0,0.7
2020-01-14,44.0,122.6,88.3,187.8,23.0,8.7,21.0,0.7
2020-01-15,47.0,197.9,95.1,282.2,20.1,7.7,22.0,0.7
2020-01-16,34.0,96.0,69.1,150.1,16.6,5.7,22.0,1.0
2020-01-17,33.0,101.5,65.6,167.2,13.5,4.0,23.0,0.9
2020-01-18,39.0,131.4,78.3,190.6,20.6,6.2,24.0,0.8
2020-01-19,33.0,66.4,66.1,116.2,16.6,6.6,27.0,0.8
2020-01-20,61.0,200.9,121.9,279.5,41.4,9.2,27.0,0.6
2020-01-21,54.0,282.5,110.1,328.7,22.5,7.7,25.0,0.7
2020-01-22,41.0,210.3,84.1,290.8,16.1,4.8,24.0,0.6
2020-01-23,52.0,169.2,107.3,276.1,11.1,5.0,25.0,0.8
2020-01-24,37.0,114.4,74.5,174.6,19.1,7.2,27.0,0.7
2020-01-25,28.0,67.4,57.1,106.3,13.1,6.1,26.0,0.9
2020-01-26,24.0,58.4,38.7,94.1,14.7,6.2,26.0,0.7
2020-01-27,38.0,65.0,78.1,139.5,13.5,6.7,27.0,0.6
2020-01-28,60.0,248.6,122.4,360.3,30.0,7.5,26.0,0.6
2020-01-29,67.0,290.0,135.4,353.0,33.3,7.9,29.0,0.5
2020-01-30,86.0,267.4,175.4,375.0,29.9,8.4,29.0,0.5
2020-01-31,45.0,153.8,92.7,234.4,17.5,8.1,27.0,0.7
2020-02-01,47.0,60.0,62.7,111.8,29.7,20.5,27.0,0.9
2020-02-02,54.0,90.6,60.2,150.8,14.7,7.8,27.0,0.9
2020-02-03,43.0,173.7,92.2,216.7,19.0,5.4,28.0,0.8
2020-02-04,46.0,279.5,94.5,341.5,32.9,12.0,28.0,0.9
2020-02-05,49.0,118.6,65.6,177.7,30.1,15.2,24.0,0.9
