Date,BC(370),BC(880),NO,NO2,NOx,PM10,RH,Temp,WS
2019-11-28,1718.4,1786.33,18.9,25.3,39.9,42.1,78.0,21.0,1.9
2019-11-29,1829.0,1441.0,18.7,23.1,38.4,29.6,78.0,23.0,2.5
2019-11-30,2017.33,2097.5,33.5,20.0,53.5,18.0,85.4,23.0,3.0
2019-12-01,1220.17,1302.67,15.2,12.1,24.6,18.0,84.5,23.0,3.6
2019-12-02,2816.17,2813.67,33.5,16.9,50.3,18.7,85.9,23.0,4.2
2019-12-03,1099.83,1053.5,15.8,17.2,33.0,37.3,81.8,25.0,5.9
2019-12-04,1080.67,967.5,4.7,24.0,28.7,35.3,87.6,24.0,3.6
2019-12-05,1790.67,1824.0,23.7,25.8,49.5,52.7,85.1,25.0,3.7
2019-12-06,1802.0,1600.83,20.9,26.3,47.2,66.1,87.5,25.0,2.8
2019-12-07,1148.5,992.83,7.9,10.6,18.5,42.8,87.5,24.0,4.0
2019-12-08,940.33,809.0,4.0,9.0,10.6,20.3,84.6,26.0,4.6
2019-12-09,445.83,376.67,8.0,10.7,18.7,22.2,83.2,20.0,1.9
2019-12-10,869.83,780.33,11.6,14.5,23.4,19.1,76.3,23.0,2.5
2019-12-11,1361.5,1405.33,20.4,25.6,46.0,21.9,82.4,23.0,2.1
2019-12-12,988.83,1113.0,17.0,15.7,32.7,33.3,82.6,25.0,3.7
2019-12-13,1589.67,1728.33,24.8,21.9,46.7,19.2,85.1,21.0,4.3
2019-12-14,871.83,904.5,0.9,15.8,16.7,30.4,88.3,22.0,3.2
2019-12-15,1043.83,951.5,7.4,10.9,16.6,27.3,81.9,22.0,2.4
2019-12-16,1055.83,1220.17,13.1,17.5,30.0,18.0,84.8,24.0,2.9
2019-12-17,1533.83,1730.0,21.4,26.4,40.2,19.1,89.2,21.0,2.8
2019-12-18,104.67,92.17,1.9,2.9,3.4,36.8,87.9,19.0,6.8
2019-12-19,388.0,464.0,3.2,20.1,23.3,27.5,73.0,20.0,3.4
2019-12-20,302.17,366.5,6.1,12.7,18.8,31.6,82.0,21.0,6.0
2019-12-21,461.83,441.5,8.2,9.3,17.5,19.4,85.5,20.0,1.9
2019-12-22,2152.0,709.5,5.4,7.2,11.2,21.2,73.4,20.0,2.0
2019-12-23,308.0,388.17,7.9,8.9,14.6,29.1,79.5,20.0,2.1
2019-12-24,1122.4,1055.0,14.7,13.9,27.8,30.1,81.2,22.0,3.3
2019-12-25,1937.83,1451.67,0.4,10.4,10.9,27.9,79.4,21.0,2.7
2019-12-26,1512.33,946.5,14.0,13.9,27.6,29.9,83.7,22.0,3.1
2019-12-27,523.5,371.83,7.7,10.6,17.8,20.2,86.4,22.0,2.2
2019-12-28,474.5,683.83,0.7,3.6,3.6,28.8,85.9,20.0,2.6
2019-12-29,69.67,75.83,0.8,3.2,3.6,27.7,67.6,20.0,2.6
2019-12-30,364.33,328.5,0.7,5.7,6.4,21.7,84.3,20.0,3.8
2019-12-31,2817.17,1564.67,5.9,15.3,17.7,35.0,80.1,23.0,2.5
2020-01-01,4113.8,2612.4,4.9,14.5,19.4,71.5,84.5,21.0,2.8
2020-01-02,186.67,178.67,2.1,7.7,8.0,16.5,77.5,22.0,3.1
2020-01-03,463.33,405.83,0.4,1.6,1.6,27.9,83.8,22.0,4.1
2020-01-04,166.17,168.17,0.3,0.6,0.8,27.2,65.9,19.0,4.2
2020-01-05,156.0,144.5,0.4,1.8,2.2,33.2,79.4,19.0,4.2
2020-01-06,577.5,552.83,5.9,12.3,17.7,38.4,88.4,19.0,5.4
2020-01-07,96.33,118.17,0.5,1.4,1.9,34.1,69.3,19.0,3.6
2020-01-08,605.83,660.5,11.0,18.6,29.6,21.7,81.9,19.0,2.4
2020-01-09,312.5,296.67,3.4,7.1,9.3,22.2,72.7,20.0,3.4
2020-01-10,228.0,243.83,1.8,2.9,4.6,21.2,73.9,21.0,3.2
2020-01-11,2154.67,1031.0,15.9,12.8,27.2,19.1,83.6,24.0,2.2
2020-01-12,944.83,792.83,12.6,11.7,20.2,20.0,84.1,26.0,2.8
2020-01-13,2313.0,2058.4,39.4,24.3,62.2,18.8,79.9,25.0,3.6
2020-01-14,1157.4,993.6,12.2,19.0,31.0,29.9,84.8,21.0,2.8
2020-01-15,1151.83,1283.33,15.4,17.8,32.6,18.8,82.3,23.0,2.4
2020-01-16,1707.0,1961.33,36.0,28.7,59.8,14.8,79.1,23.0,2.4
2020-01-17,982.67,1141.0,19.1,18.7,37.2,22.3,78.3,23.0,2.1
2020-01-18,681.5,552.17,14.0,13.4,25.1,17.7,83.5,24.0,2.3
2020-01-19,816.67,862.0,7.9,11.4,19.3,21.6,81.3,27.0,1.9
2020-01-20,2250.5,2140.17,36.2,20.6,56.7,21.7,82.3,27.0,4.2
2020-01-21,1442.0,731.33,1.7,9.4,9.8,34.7,82.0,24.0,3.1
2020-01-22,1689.0,1624.67,17.8,21.6,39.4,10.6,81.0,22.0,2.4
2020-01-23,1124.83,1243.17,25.9,11.2,37.0,14.3,83.9,24.0,3.0
2020-01-24,1446.83,1382.5,13.7,16.9,30.6,20.8,87.6,26.0,3.1
2020-01-25,499.17,570.5,6.9,11.6,18.5,18.3,84.6,25.0,1.7
2020-01-26,436.67,432.67,4.5,6.4,11.0,26.4,79.0,27.0,1.4
2020-01-27,393.67,453.83,5.7,10.3,11.0,20.5,78.5,26.0,1.7
2020-01-28,852.17,1010.67,15.9,11.5,27.4,17.5,85.7,24.0,3.4
2020-01-29,769.33,829.83,6.8,12.4,19.2,15.9,86.8,25.0,3.3
2020-01-30,814.0,931.5,8.0,18.0,26.0,19.7,86.1,26.0,4.9
2020-01-31,1235.33,1312.17,12.8,24.7,37.5,15.8,82.0,26.0,3.3
2020-02-01,1067.17,1006.67,8.2,8.1,16.3,33.3,83.7,26.0,2.9
2020-02-02,251.5,175.17,0.9,1.6,1.9,18.5,78.5,26.0,3.1
2020-02-03,2009.17,1745.83,16.8,16.0,32.8,16.0,84.0,27.0,3.0
2020-02-04,2839.67,2953.83,36.4,16.9,53.3,25.4,84.7,27.0,4.4
2020-02-05,795.5,870.83,12.4,12.8,25.2,33.4,70.8,22.0,2.3
2020-02-06,505.33,472.67,4.9,11.8,14.5,18.6,73.4,22.0,1.6
2020-02-07,753.83,888.5,9.2,12.3,21.5,30.7,75.5,26.0,2.8
2020-02-08,1843.5,1634.33,27.1,15.6,42.6,25.5,83.8,25.0,3.1
2020-02-09,228.67,264.83,4.8,9.3,11.9,29.8,69.2,22.0,2.2
2020-02-10,1675.67,2056.0,30.2,28.7,58.8,27.8,78.7,23.0,1.4
2020-02-11,1340.0,1486.0,32.7,19.7,49.8,22.3,82.5,24.0,3.0
2020-02-12,2208.5,2022.17,50.1,23.3,66.7,24.2,84.0,27.0,2.8
2020-02-13,2698.83,2596.33,46.3,14.8,59.4,23.1,85.7,25.0,2.5
2020-02-14,4050.6,3864.6,60.0,25.5,73.8,22.4,84.1,27.0,2.6
2020-02-15,474.17,486.33,6.5,7.2,13.5,25.5,74.5,23.0,4.0
2020-02-16,357.67,398.0,4.8,4.8,8.8,41.1,76.0,24.0,3.6
2020-02-17,3133.67,3044.67,43.3,30.1,70.3,24.7,82.7,25.0,2.7
2020-02-18,2350.8,2137.6,30.7,20.8,48.6,24.0,84.0,27.0,2.4
2020-02-19,3314.33,3053.0,33.5,22.6,54.8,44.0,80.3,27.0,2.8
2020-02-20,2196.4,2295.6,58.6,18.1,76.6,21.6,86.2,28.0,1.9
2020-02-21,1826.0,1572.0,25.3,28.2,53.6,24.1,76.0,27.0,3.4
2020-02-22,733.0,842.5,4.9,12.7,17.6,33.3,88.4,23.0,3.2
2020-02-23,271.83,293.67,2.5,13.5,15.7,21.8,80.4,21.0,2.8
2020-02-24,791.4,851.67,10.2,16.0,26.2,10.8,68.7,25.0,2.3
2020-02-25,2887.0,3019.5,65.5,32.7,98.2,22.9,80.8,25.0,2.1
2020-02-26,3512.8,3282.4,53.7,23.5,71.3,24.9,85.2,27.0,1.5
2020-02-27,1686.33,1633.25,22.2,26.6,45.6,26.0,84.5,26.0,2.2
2020-02-28,2185.5,2252.5,30.5,26.9,57.4,20.4,83.8,26.0,1.9
2020-02-29,749.0,774.67,17.3,11.3,28.2,21.0,86.9,25.0,3.7
2020-03-01,583.0,627.67,7.5,9.3,15.7,34.7,85.9,25.0,2.9
2020-03-02,733.17,884.83,10.0,16.1,23.2,25.8,72.9,23.0,3.1
2020-03-03,1653.83,1657.83,15.1,27.9,42.9,23.7,85.6,25.0,3.0
2020-03-04,2194.83,2070.33,22.6,17.3,37.2,32.4,90.3,24.0,2.1
2020-03-05,918.0,855.17,13.4,18.5,28.4,22.2,80.0,22.0,2.9
2020-03-06,622.5,728.33,11.8,20.6,27.0,32.7,69.3,22.0,3.0
2020-03-07,4201.83,6529.5,10.5,15.6,26.1,23.1,72.2,23.0,3.0
2020-03-08,731.33,633.67,9.9,12.2,19.4,19.7,83.8,23.0,3.0
2020-03-09,2556.5,2723.33,44.6,24.4,64.8,29.4,88.7,25.0,2.0
2020-03-10,461.33,505.33,1.9,15.4,17.1,41.8,85.0,22.0,4.4
2020-03-11,1016.33,1158.67,11.4,21.4,32.8,17.1,88.1,21.0,3.5
2020-03-12,3168.83,3557.0,52.5,25.2,75.5,16.1,89.4,23.0,2.5
2020-03-13,3459.0,3978.33,73.3,28.3,101.6,14.2,82.8,22.0,2.4
2020-03-14,1930.25,1721.5,18.9,18.1,37.0,18.3,86.0,23.0,2.5
2020-03-15,965.83,915.5,20.9,16.2,32.2,27.7,87.2,25.0,1.6
2020-03-16,2052.5,2377.83,47.3,16.7,63.9,14.9,85.5,21.0,1.0
2020-03-17,827.0,991.17,10.3,13.4,23.6,32.7,78.4,22.0,4.5
2020-03-18,1823.5,1830.67,28.0,34.4,62.5,21.5,75.4,21.0,2.7
2020-03-19,1873.4,1916.2,59.4,23.9,83.3,29.1,82.7,21.0,3.2
2020-03-20,851.0,955.67,9.8,24.0,33.8,25.4,86.3,22.0,2.3
2020-03-21,1679.67,1528.17,27.0,13.6,40.1,23.1,88.1,23.0,2.6
2020-03-22,1541.83,1854.0,3.9,10.4,14.3,27.8,87.0,24.0,4.6
2020-03-23,362.67,269.5,1.0,5.8,6.3,15.7,87.0,22.0,4.4
2020-03-24,415.17,221.67,0.7,5.2,5.1,21.7,82.4,18.0,3.3
2020-03-25,978.0,1165.33,20.5,23.8,44.2,18.3,87.0,21.0,2.2
2020-03-26,1125.6,1241.0,40.3,10.5,50.8,21.7,87.8,21.0,2.8
2020-03-27,809.83,842.5,19.3,16.4,34.2,32.8,88.7,19.0,4.1
2020-03-28,394.33,391.5,1.9,11.3,12.1,17.6,79.9,19.0,2.2
2020-03-29,384.17,301.67,3.6,8.1,11.1,19.0,77.4,21.0,1.8
2020-03-30,1984.33,1204.0,5.8,11.9,16.1,19.6,82.9,21.0,2.0
2020-03-31,1283.0,1112.67,28.2,16.4,42.2,31.3,87.3,24.0,1.1
2020-04-01,1236.5,1095.17,26.0,14.2,40.1,20.4,86.1,24.0,1.8
2020-04-02,1250.0,1079.5,28.5,19.4,48.0,18.7,84.7,23.0,1.6
2020-04-03,1773.0,1655.67,41.8,15.9,56.8,26.2,87.2,22.0,2.2
2020-04-04,1399.83,1226.67,12.5,9.0,20.0,17.9,88.8,22.0,2.1
2020-04-05,506.17,432.17,2.5,8.0,8.7,14.3,84.9,21.0,2.6
2020-04-06,1594.6,1430.2,5.8,13.6,19.4,17.2,82.2,20.0,1.9
2020-04-07,1960.6,2027.83,6.3,18.2,21.6,13.3,83.4,21.0,1.8
2020-04-08,890.83,587.83,6.9,13.3,20.2,15.5,83.5,20.0,3.1
2020-04-09,559.33,413.0,0.8,5.0,4.9,22.6,74.8,18.0,3.0
2020-04-10,1883.17,1326.5,13.7,13.7,26.0,16.5,82.6,19.0,2.2
2020-04-11,2773.17,1897.0,16.7,18.9,22.6,15.9,88.1,20.0,2.0
2020-04-12,1669.0,1010.17,17.5,8.3,25.4,16.6,87.9,22.0,2.8
2020-04-13,60.33,54.83,0.1,0.8,0.7,29.9,88.4,20.0,5.6
2020-04-14,70.17,59.0,0.2,1.4,1.4,30.1,79.1,17.0,5.6
2020-04-15,438.17,311.17,0.2,3.3,3.4,19.0,85.3,17.0,3.6
2020-04-16,62.83,85.33,0.4,1.1,1.3,19.5,79.1,18.0,3.6
2020-04-17,134.5,145.17,0.4,0.3,0.6,25.5,84.2,21.0,5.1
2020-04-18,716.33,535.83,6.1,14.1,20.2,29.6,87.5,21.0,4.4
2020-04-19,641.0,642.67,0.7,5.7,6.0,25.5,90.1,20.0,3.6
2020-04-20,2203.67,1447.33,20.2,17.9,31.5,25.2,90.5,20.0,1.4
2020-04-21,1584.17,1296.5,13.1,20.6,32.3,26.1,90.6,19.0,1.2
2020-04-22,2639.5,2298.5,52.6,18.0,66.8,244.0,90.3,20.0,2.6
2020-04-23,1316.67,1213.67,22.8,15.4,38.2,67.2,87.1,20.0,2.9
2020-04-24,917.5,688.5,6.5,10.9,16.9,20.6,84.9,21.0,1.6
2020-04-25,544.17,445.33,16.3,14.8,31.1,22.2,86.6,20.0,1.7
2020-04-26,2718.83,1952.67,12.6,17.9,29.2,28.3,85.8,21.0,1.2
2020-04-27,1978.33,1351.0,24.2,14.7,32.6,25.1,88.8,21.0,3.0
2020-04-28,1715.17,1342.0,4.2,17.3,20.3,29.3,87.7,19.0,2.2
2020-04-29,3416.0,3456.5,70.3,34.1,88.6,27.4,88.5,20.0,2.7
2020-04-30,2977.5,2873.0,58.9,37.5,81.2,24.9,89.2,19.0,2.2
2020-05-01,3277.17,3065.83,49.1,36.5,85.6,21.8,85.0,19.0,1.7
2020-05-02,2367.6,2048.0,38.1,30.0,68.1,26.8,87.1,20.0,2.8
2020-05-03,510.0,534.33,4.4,9.5,13.6,20.3,90.2,20.0,3.3
2020-05-04,2223.0,1927.67,34.0,24.6,58.6,23.6,90.6,19.0,4.5
2020-05-05,2330.5,2170.83,20.8,37.8,58.6,23.6,76.9,16.0,4.0
2020-05-06,4114.17,2816.67,18.2,26.1,39.8,26.6,80.9,15.0,2.5
2020-05-07,3690.33,3449.33,74.5,29.0,103.2,13.7,88.3,18.0,2.2
2020-05-08,4960.4,2726.0,38.4,35.8,74.2,27.6,85.8,19.0,2.3
2020-05-09,5453.6,3493.0,41.3,23.2,56.1,37.0,89.3,19.0,2.2
2020-05-10,2652.83,1416.5,11.9,16.8,28.8,33.3,88.4,19.0,2.9
2020-05-11,2664.17,2448.67,39.7,38.9,78.6,18.4,81.2,18.0,2.4
2020-05-12,862.33,875.83,9.5,24.0,33.4,48.2,79.2,17.0,3.1
2020-05-13,1692.33,1283.5,13.2,26.5,39.7,19.3,81.0,17.0,3.6
2020-05-14,2786.83,1986.33,21.9,29.6,51.4,15.5,83.5,18.0,2.8
2020-05-15,5730.0,6170.0,57.9,37.5,95.5,24.3,88.1,18.0,1.6
2020-05-16,5027.25,3148.25,25.8,27.3,46.4,27.4,83.3,19.0,1.7
2020-05-17,4637.17,3655.67,9.8,29.4,39.2,21.6,80.8,18.0,2.5
2020-05-18,4034.5,2870.5,40.2,33.9,72.1,20.1,87.3,17.0,2.2
2020-05-19,5970.0,3246.5,30.0,31.2,55.7,24.1,88.2,16.0,1.8
2020-05-20,10055.33,6033.0,46.1,36.0,82.1,24.0,84.8,15.0,1.7
2020-05-21,6246.0,4636.0,46.9,47.8,86.1,24.3,87.4,16.0,1.9
2020-05-22,7982.2,5413.4,52.7,42.2,93.1,29.0,83.4,17.0,2.1
2020-05-23,8472.8,5148.5,62.2,36.9,81.4,34.3,89.4,14.0,2.0
2020-05-24,2520.0,1597.0,16.3,16.2,32.5,19.0,89.4,17.0,3.2
2020-05-25,2101.33,1598.33,13.4,18.2,31.6,14.6,90.3,19.0,3.2
2020-05-26,1665.67,1817.0,28.8,31.5,58.8,14.5,90.8,18.0,2.2
2020-05-27,3110.5,2270.5,16.5,27.9,43.6,14.1,89.7,15.0,2.4
2020-05-28,3536.5,3413.17,67.0,30.1,93.8,28.2,87.9,17.0,2.2
2020-05-29,2699.4,2640.8,45.8,35.5,81.3,18.8,90.2,16.0,1.6
2020-05-30,5698.33,4260.83,27.6,30.9,56.9,22.1,90.2,18.0,1.5
2020-05-31,893.0,741.67,5.7,9.9,15.6,13.9,88.9,16.0,4.2
2020-06-01,605.0,659.33,6.6,6.1,12.7,25.7,89.0,17.0,4.3
2020-06-02,4137.8,2526.33,12.2,27.4,37.2,26.9,87.3,18.0,3.7
2020-06-03,6311.33,5983.83,114.6,29.8,137.7,20.3,90.3,17.0,3.3
2020-06-04,2470.6,1953.4,15.9,31.2,43.8,32.4,85.0,19.0,3.4
2020-06-05,5166.0,5072.5,82.0,44.2,126.3,17.7,89.4,16.0,3.0
2020-06-06,4581.33,3663.67,2.0,15.2,17.2,21.9,87.3,16.0,2.7
2020-06-07,3299.0,2108.0,8.2,25.8,34.0,23.3,89.0,15.0,2.2
2020-06-08,9179.23,5567.11,34.4,42.5,75.6,29.5,88.1,16.0,2.3
2020-06-09,3641.86,3158.47,44.6,30.3,74.9,19.0,89.3,16.0,2.8
2020-06-10,6016.08,5550.7,142.3,42.5,173.2,24.0,89.5,16.0,1.8
2020-06-11,5737.73,3682.44,26.8,29.5,50.2,24.5,88.7,15.0,2.1
2020-06-12,10774.33,6811.48,58.7,49.5,95.1,36.5,88.9,16.0,3.3
2020-06-13,12858.77,8217.44,63.9,28.4,82.8,43.0,90.3,16.0,1.4
2020-06-14,8259.47,5612.18,35.1,31.5,57.1,26.4,88.1,16.0,2.2
2020-06-15,8508.3,6504.29,106.9,53.6,146.4,32.8,90.1,16.0,2.5
2020-06-16,11148.78,7797.26,92.5,53.1,126.5,37.0,89.0,16.0,2.1
2020-06-17,8019.64,5626.71,103.2,45.8,126.8,27.2,89.5,18.0,2.4
2020-06-18,5511.72,3680.83,43.9,39.8,63.7,16.2,89.8,15.0,2.5
2020-06-19,10188.78,7561.75,114.7,47.6,144.4,26.0,90.1,16.0,2.3
2020-06-20,4235.16,3064.36,41.0,36.7,77.7,21.2,90.8,17.0,1.8
2020-06-21,1288.34,1040.33,10.2,13.4,21.3,12.7,88.3,16.0,2.8
2020-06-22,4453.4,3691.22,18.2,44.0,61.6,33.1,78.4,19.0,3.8
2020-06-23,1926.29,1749.68,33.4,38.4,71.8,25.6,86.7,17.0,3.1
2020-06-24,575.52,620.43,7.6,12.7,20.3,19.1,89.5,16.0,4.2
2020-06-25,3387.45,3406.31,58.1,55.8,110.7,15.2,90.7,16.0,3.3
2020-06-26,3569.74,3328.7,80.6,45.8,124.8,17.6,90.1,17.0,4.3
2020-06-27,1183.2,893.07,9.9,16.5,25.6,17.3,90.4,18.0,3.4
2020-06-28,1763.31,1326.62,13.3,24.8,38.1,21.8,85.8,15.0,3.8
2020-06-29,3924.45,3852.27,64.2,41.6,105.8,17.8,89.7,14.0,2.7
2020-06-30,7889.27,5049.26,32.5,40.9,73.5,29.6,90.5,14.0,1.8
2020-07-01,10308.89,6464.7,41.0,45.6,86.6,41.5,82.1,13.0,1.2
2020-07-02,2790.65,2300.58,35.3,39.6,70.2,17.8,88.4,14.0,1.6
2020-07-03,10286.59,6306.71,114.4,45.7,153.1,33.4,88.6,15.0,1.5
2020-07-04,9963.86,4962.45,20.7,28.7,41.0,44.1,82.6,14.0,2.1
2020-07-05,3063.91,1465.95,19.8,12.9,32.5,26.5,88.1,16.0,4.3
2020-07-06,7035.5,4489.67,48.3,55.1,103.4,22.0,89.2,13.0,2.0
2020-07-07,1314.33,1632.83,3.5,13.0,16.3,24.3,86.6,15.0,6.3
2020-07-08,2625.0,1717.83,0.7,9.4,9.9,19.9,86.2,12.0,6.1
2020-07-09,9474.67,5272.5,38.6,33.5,68.4,32.2,87.3,13.0,1.7
2020-07-10,8109.41,4692.2,120.5,42.9,147.2,31.7,89.8,15.0,1.2
2020-07-11,5356.02,4004.42,85.3,28.9,114.2,21.9,90.0,14.0,2.2
2020-07-12,4487.9,2543.35,39.5,13.6,50.6,20.5,90.6,15.0,3.6
2020-07-13,3244.43,1965.3,22.4,32.5,54.8,21.7,88.7,17.0,3.4
2020-07-14,8147.97,4972.07,40.0,42.5,73.7,27.8,90.5,15.0,1.7
2020-07-15,4486.64,2846.04,36.8,42.4,65.6,21.1,91.0,15.0,4.5
2020-07-16,725.01,595.66,7.7,12.3,19.2,12.6,88.4,15.0,4.1
2020-07-17,2123.73,1733.36,16.6,32.6,46.8,14.3,90.1,16.0,2.4
2020-07-18,2949.14,1934.53,23.9,30.8,54.8,23.0,89.8,16.0,1.6
2020-07-19,1623.59,1168.56,4.8,15.9,19.5,14.4,86.1,17.0,3.1
2020-07-20,3085.48,2881.68,31.0,33.4,63.4,14.0,88.0,17.0,2.1
2020-07-21,203.56,180.18,11.4,29.5,38.7,22.6,89.1,16.0,2.7
2020-07-22,266.12,240.83,1.3,3.1,4.5,30.5,84.2,13.0,6.1
2020-07-23,356.92,434.48,0.4,1.3,1.6,27.8,81.1,16.0,6.0
2020-07-24,4425.27,3317.44,2.3,19.3,19.9,25.5,81.2,15.0,2.6
2020-07-25,4230.17,2338.12,5.0,17.6,22.0,29.0,86.6,14.0,1.7
2020-07-26,5984.17,3753.09,10.9,23.7,31.1,23.8,87.3,14.0,1.4
2020-07-27,8123.45,5403.93,97.1,45.2,122.5,27.4,88.5,15.0,2.0
2020-07-28,4780.58,4115.01,84.0,43.8,127.7,34.4,86.2,16.0,3.4
2020-07-29,5058.24,3676.89,65.7,37.4,89.4,16.8,89.5,15.0,2.7
2020-07-30,3661.44,3186.6,63.2,40.5,99.0,15.0,83.8,15.0,2.7
2020-07-31,578.03,682.46,8.6,13.8,22.1,13.1,80.4,15.0,4.1
2020-08-01,529.99,418.32,5.5,6.6,11.9,20.7,81.6,15.0,3.8
2020-08-02,516.03,641.09,5.0,9.1,14.1,26.0,83.6,15.0,3.6
2020-08-03,2307.07,1905.56,12.1,27.2,33.1,16.8,86.2,16.0,2.8
2020-08-04,7708.59,5397.89,85.6,46.1,128.0,27.6,89.5,18.0,1.2
2020-08-05,7080.96,4334.48,85.2,55.9,110.0,32.8,89.0,16.0,1.7
2020-08-06,4310.77,2984.36,73.9,49.5,123.3,24.9,89.3,16.0,3.0
2020-08-07,2042.52,1819.19,5.3,20.8,26.2,21.9,89.7,16.0,4.6
2020-08-08,1305.08,986.23,6.6,16.7,23.3,20.9,84.3,14.0,3.0
2020-08-09,1779.61,1303.73,16.6,14.0,30.6,18.1,87.9,15.0,3.8
2020-08-10,8526.39,5389.13,78.4,43.5,117.5,28.3,88.6,14.0,3.1
2020-08-11,4804.63,3351.59,25.7,51.1,70.0,20.1,89.9,15.0,3.0
2020-08-12,2986.67,2078.16,22.6,40.7,62.0,17.1,90.8,18.0,1.9
2020-08-13,4978.42,4780.49,61.0,23.6,78.1,74.1,87.4,16.0,1.5
2020-08-14,5470.81,4074.68,56.3,42.2,88.9,21.2,88.9,13.0,2.7
2020-08-15,5065.27,3636.31,35.6,26.6,62.2,26.8,84.5,15.0,2.0
2020-08-16,7219.14,4564.21,19.8,33.1,43.3,26.6,89.5,14.0,2.2
2020-08-17,3997.65,2724.51,53.2,37.3,90.5,15.1,88.1,14.0,3.3
2020-08-18,530.88,488.38,6.9,14.4,20.5,23.8,81.9,15.0,5.1
2020-08-19,765.05,908.47,7.0,19.1,26.1,27.1,89.6,17.0,5.2
2020-08-20,1427.48,1317.57,16.9,35.5,52.4,35.4,87.8,18.0,5.9
2020-08-21,425.43,397.24,2.4,8.2,10.6,140.3,84.7,17.0,5.2
2020-08-22,1373.1,1283.96,6.7,17.7,24.4,80.4,88.4,18.0,2.9
2020-08-23,1597.47,1069.32,20.1,15.4,35.0,20.7,90.3,18.0,2.4
2020-08-24,1824.18,1381.44,3.9,15.9,19.7,25.5,86.8,15.0,4.8
2020-08-25,384.69,432.14,1.5,24.6,25.0,20.6,88.6,14.0,5.9
2020-08-26,1373.9,869.95,0.7,8.3,8.4,29.9,80.5,14.0,4.2
2020-08-27,1440.77,1394.23,11.8,22.9,34.8,24.4,83.6,14.0,5.1
2020-08-28,5730.75,3920.46,42.7,51.2,92.7,25.9,87.4,15.0,3.6
2020-08-29,8176.17,3907.05,30.8,34.9,65.7,40.4,88.9,18.0,3.4
2020-08-30,3978.31,2143.41,12.1,11.6,23.7,29.9,90.5,17.0,3.3
2020-08-31,1408.66,1001.38,1.2,19.4,20.5,34.1,80.5,16.0,2.6
2020-09-01,1466.52,1359.36,12.2,34.0,46.2,17.7,84.8,18.0,5.0
2020-09-02,4072.47,3546.24,19.6,25.3,37.8,21.7,88.3,14.0,2.9
2020-09-03,2436.22,1159.15,7.4,11.7,17.5,19.6,80.3,13.0,2.3
2020-09-04,6474.73,3800.42,35.8,35.5,70.4,34.7,81.3,15.0,2.2
2020-09-05,1696.12,1324.2,0.3,10.3,10.3,15.7,81.8,15.0,4.0
2020-09-06,2351.86,1110.34,0.7,8.3,8.7,18.1,87.8,16.0,4.8
2020-09-07,1187.45,1453.88,12.5,35.1,47.6,26.7,87.5,15.0,4.0
2020-09-08,4971.05,3415.14,49.0,39.1,88.1,23.2,82.6,17.0,1.8
2020-09-09,2877.26,2354.25,53.0,35.6,86.4,23.2,86.6,16.0,2.8
2020-09-10,552.22,455.76,1.2,15.7,16.0,12.2,87.3,15.0,4.1
2020-09-11,602.55,520.85,9.4,11.9,21.3,30.6,84.0,15.0,3.0
2020-09-12,1674.6,961.39,7.5,15.0,22.3,19.5,71.3,15.0,2.0
2020-09-13,1883.44,1322.61,0.4,4.4,4.1,15.7,66.2,15.0,3.6
2020-09-14,238.81,266.77,0.6,4.2,4.5,18.1,71.9,15.0,4.8
2020-09-15,144.83,181.1,0.7,1.7,2.1,28.2,82.0,16.0,5.7
2020-09-16,3041.29,1796.04,6.1,30.0,33.9,31.9,80.5,16.0,5.3
2020-09-17,2254.66,2456.97,61.6,50.3,111.9,33.7,81.5,17.0,4.4
2020-09-18,269.85,203.94,0.4,2.1,2.5,30.3,82.2,16.0,5.3
2020-09-19,1943.32,1530.31,3.5,18.0,21.5,38.3,85.8,15.0,2.9
2020-09-20,3733.78,3115.96,41.5,34.6,70.6,20.7,89.4,16.0,3.1
2020-09-21,2838.64,2474.92,47.8,32.4,74.0,33.0,88.1,17.0,2.8
2020-09-22,2748.07,2535.01,71.4,27.5,94.9,18.7,88.4,18.0,2.3
2020-09-23,3329.24,3480.33,86.2,29.6,115.8,15.7,87.8,19.0,4.7
2020-09-24,402.07,346.33,4.9,7.7,12.6,31.4,80.7,20.0,5.4
2020-09-25,2117.75,2052.48,4.0,25.4,27.7,23.6,88.4,19.0,4.2
2020-09-26,1667.09,1345.52,13.8,22.7,31.0,24.6,89.1,20.0,2.6
2020-09-27,345.25,264.82,1.4,3.2,4.6,39.3,85.0,18.0,6.3
2020-09-28,310.76,310.91,0.2,2.8,2.5,28.4,81.2,16.0,5.5
2020-09-29,132.87,168.7,0.5,2.0,2.3,25.1,77.0,15.0,6.6
2020-09-30,1527.28,1574.19,6.3,19.0,23.0,17.4,81.7,16.0,2.3
2020-10-01,2759.16,1863.77,48.2,28.0,72.0,28.4,86.7,17.0,1.8
2020-10-02,4020.61,2976.45,66.2,31.8,93.2,17.7,88.1,17.0,2.1
2020-10-03,2743.8,1872.55,45.8,24.7,70.5,21.3,88.0,19.0,1.5
2020-10-04,2637.65,1730.21,13.1,13.7,20.6,13.6,87.7,19.0,2.3
2020-10-05,1213.02,1167.57,20.4,32.9,53.3,23.9,83.8,21.0,2.1
2020-10-06,636.69,699.67,9.3,19.1,26.2,12.4,85.8,18.0,1.9
